Example,Class Name
Quantos anos tem um pouco,idade_porco
Quantos anos esse porque eu tenho,idade_porco
E você é arte,dúvida_obra
Porque você acha que isso não é uma obra de arte,dúvida_obra
Por que é considerado uma obra,dúvida_obra
O autor da obra,autor_obra
Qual origem do porco,história_porco
O porco é de verdade,tipo_obra
É um pouco de verdade,tipo_obra
Esse porta de verdade,tipo_obra
Qual o tamanho do porco,tamanho_porco
Qual é o sentido da obra,intenção_autor
o que significa esta obra,intenção_autor
Quanto peso porco,peso_porco
Quantos quilos mais ou menos tem essa obra de arte,peso_porco
Quem é o autor da obra,autor_obra
Qual o intuito da obra,intenção_autor
Qual intuito da hora,intenção_autor
Qual o motivo da obra,intenção_autor
Ano da obra,data_obra
Qual foi o ano que esta obra foi feita,data_obra
Que ano,data_obra
Você viveu quantos anos,idade_porco
Quantos anos tem o porco,idade_porco
Do que esse porco morreu,porco_morto
Como público morreu,porco_morto
Por palmeirense,palmeiras_porco
Recíproco é macho ou fêmea,sexo_porco
Esse porco é macho,sexo_porco
O porco é macho fêmea,sexo_porco
Qual o material utilizado nessa hora,técnica_obra
Qual material foi utilizado,técnica_obra
Esse porque eu conheci apaga a pé Papi ligue,relação_peppa_pig
Quantos quilos você tem,peso_porco
Por que você está preso?,porco_preso
Quanto peças porco,peso_porco
Esse porco é amigo da Pepa pig,relação_peppa_pig
Desse porco é real,tipo_obra
O porco está morto,porco_morto
Me conta sobre o porco,história_porco
Ela já esteve em exposição em quais museu museu viu não vou no país,exposição_obra_outros_museus
Com intenção de colocar um portão pra Naldo não engradado,intenção_autor
O que significa porco,intenção_autor
Do que é feita pelo por,técnica_obra
Que material é feita só pra,técnica_obra
Quem é o autor da obra,autor_obra
Quanto ele pesa empalhado assim,peso_porco
Você é palmeirense,palmeiras_porco
Esse porco é gordo,peso_porco
Ele tem nome,nome_porco
Quantos anos tem um porco,idade_porco
Quantos anos tenho por,idade_porco
Porque é um porco,razão_porco
Porque esse porco é uma obra de arte,dúvida_obra
Porque o porco,razão_porco
Quem é o autor,autor_obra
Qual contexto histórico,obra_contexto_histórico
Madeira de verdade o que me tira,tipo_obra
Você é macho ou fêmea,sexo_porco
Quanto custa um pouco,valor_obra
O que o autor quer mostrar com essa obra,intenção_autor
Qual o material fertilidade,técnica_obra
Quem é o autor dessa obra,autor_obra
Quem era o dono desse animal,história_porco
Que quer dizer essa obra,intenção_autor
O que que ele come,alimentação_porco
De quem essa obra,autor_obra
Foi criado,data_obra
Quais são as outras obras que ele tem,outras_obras
Quantos quilos de porco tem,peso_porco
Porque eu porque está preso,porco_preso
Esse porco foi vivo em algum momento,porco_morto
Que período representa,obra_contexto_histórico
Biografia do helto,biografia_autor
Porque o porco está preso,porco_preso
Ele está vivo,porco_morto
O que você representa,intenção_autor
Qual a ideia do autor,intenção_autor
Porque ser considerado arte,dúvida_obra
Quando ele morreu,porco_morto
Esse porco é amigo da tech aqui,relação_peppa_pig
Você porque de verdade,tipo_obra
É sobre fazer alguma crítica,intenção_autor
Quem é o artista,autor_obra
De que material é feito porco,técnica_obra
Quantos quilos pesa o porco,peso_porco
Quem é o autor,autor_obra
O que eu artistas quis transmitir para nós essa obra,intenção_autor
Explique a obra o porco,intenção_autor
O que é sobra quer dizer,intenção_autor
Em que ano que foi feito essa obra,data_obra
Porque você virou uma uma obra de arte,dúvida_obra
O que é essa porque eu é arte,dúvida_obra
E o que que tem haver um pouco na obra de arte,dúvida_obra
Quantos anos você tem?,idade_porco
Qual o tamanho desta obra,tamanho_porco
Ele ainda está vivo,porco_morto
Expor que eu tem alguma coisa haver com palmeiras,palmeiras_porco
Quanto pesa essa obra,peso_porco
Porque ele está dentro de uma caixa,porco_preso
Porque que você está dentro de uma espécie de Jaú linha,porco_preso
O porco empalhado,tipo_obra
Esse é um porco de verdade,tipo_obra
Esse puta está empalhado,tipo_obra
Ele é ligado algum movimento artístico,estilo_obra
No que se trata essa obra,intenção_autor
Como esse porco foi encalhado,técnica_obra
Biografia do autor,biografia_autor
Quem matou porco,porco_morto
Qual o nome do porco,nome_porco
Porque foi escolhido um pouco não outro animal,razão_porco
O critério que usaram para considerar você como arte,dúvida_obra
De quem é a obra,autor_obra
Qual o nome do artista sim pode esse porco,autor_obra
Fale sobre por,história_porco
qual a intenção do autor,intenção_autor
O que significa essa obra,intenção_autor
Do que ele morreu,porco_morto
Quantos kilo peso por,peso_porco
Onde você mora,endereço_obra
Porque ele está numa jaula,porco_preso
Quem fez essa obra,autor_obra
Esse porco é macho ou é fêmea,sexo_porco
Porque o porco está dentro de uma grade,porco_preso
O porco é de verdade,tipo_obra
Da onde é esse porco,história_porco
Você é feito de que,técnica_obra
Em porco e corintiano,palmeiras_porco
Porque que o porco está enjaulado se ele não é um bicho selvagem,porco_preso
Porque eu porque eu estou dentro de uma caixa,porco_preso
Porque é um pouco,razão_porco
Você acha que isso é uma obra de arte,dúvida_obra
Quem é o artista de que local é a obra,autor_obra
De quando data essa,data_obra
Qual seu tamanho,tamanho_porco
Qual o material utilizado para produção da obra o porco,técnica_obra
Com a mensagem da sobra,intenção_autor
Quantos quilos pesa 11 porco,peso_porco
Qual o nome do artista que fez o porco,autor_obra
É o que que significa essa obra,intenção_autor
Com idade do porco,idade_porco
Quantos anos você tem porco,idade_porco
O porco morreu de morte natural,porco_morto
Esse porque está vivo,porco_morto
É só porque eu tem nome,nome_porco
Esse porque é um macho uma fêmea,sexo_porco
Porque você está presa,porco_preso
Esse porque é verdade,tipo_obra
Esse porco é de verdade,tipo_obra
Que material foi utilizado para fazer esse porco,técnica_obra
O artista dessa obra é brasileiro,nascimento_autor
Ele virou bacon,bacon_porco
Quantos quilos tinha se por,peso_porco
Porque escolha do porco,razão_porco
Quantos anos tem essa obra,data_obra
qual era o propósito,intenção_autor
O que essa obra,sem_compreensão
Quem fez a obra do porco,autor_obra
Quem criou,autor_obra
Que o autor quis dizer,intenção_autor
O porco já estava vivo ou ele matou,porco_morto
Esse porco é macho fêmea,sexo_porco
Quantos quilos tem um porco,peso_porco
A obra é um porco empalhado,tipo_obra
O porque de verdade,tipo_obra
Quem era o dono do porco,história_porco
Alguém já se assustou viu porque achou que era de verdade,sem_resposta
Podemos realmente considerar uma obra de arte,dúvida_obra
Qual o peso do animal,peso_porco
De quando essa obra,data_obra
O porco é real,tipo_obra
De quem é essa outra tia,autor_obra
Porque tem um porque um porco no Hoppe,razão_porco
Qual a ideia do artista,intenção_autor
Quando foi construido ação pra Schart,data_obra
Quantos anos tens porco,idade_porco
Esse porque é palmeirense,palmeiras_porco
É pra ele de verdade,tipo_obra
Qual foi a ideia do autor ao fazer esse porco,intenção_autor
Quantos quilos você pesa,peso_porco
Quantos quilos tempo,peso_porco
Porque você está preso,porco_preso
Porque isso é considerado arte,dúvida_obra
Quem é o artista que o porco,autor_obra
Qual é a data da obra,data_obra
Qual era o nome do porco,nome_porco
É uma fêmea ou é macho,sexo_porco
O porco é amigo da pipa pig,relação_peppa_pig
Porque as unhas do porque o seu gigantes,sem_resposta
Porque isso é arte,dúvida_obra
Você é um porco,tipo_obra
Qual é o tamanho dele,tamanho_porco
O que motivou o autor fazer um porco,razão_porco
Quantos anos tinha expor,idade_porco
Sei que ame objetivo da,intenção_autor
Qual objetivo da obra,intenção_autor
Porque isso é considerado arte arte tinha perguntando,dúvida_obra
Quantos quilos pesa esse porco,peso_porco
Porque se porque está preso,porco_preso
Porque é um puta,razão_porco
Você morreu,porco_morto
Nome da obra,nome_obra
Objetivo,intenção_autor
Em que ano o que o autor criou essa obra,data_obra
É porque este porque é uma obra de arte,dúvida_obra
Porque é um porco enjaulado seria considerado arte,dúvida_obra
Por quantos anos você tem,idade_porco
Que ano que ele morreu,porco_morto
Qual o nome do porco,nome_porco
você é palmeirense?,palmeiras_porco
Quem foi Nelson Lerner,biografia_autor
Oi isso aqui é um animal empalhado,tipo_obra
Quantos quilos tem esse porco,peso_porco
Você é da família da pipa pig,relação_peppa_pig
Pense porque de verdade,tipo_obra
Quem é Nelson Lerner,biografia_autor
O que o porco come,alimentação_porco
Do que é feita essa caixa,caixa_porco
Porque que ele está preso,porco_preso
Quantos anos você,idade_porco
Se ele foi e ver que dia ele foi morto,porco_morto
Você é de verdade,tipo_obra
Quando foi apresentado pela primeira vez,exposição_obra_outros_museus
O que eu posso representa,intenção_autor
Porco qual seu significado,intenção_autor
Porque as de porco é uma obra de arte,dúvida_obra
Mas mataram esse porco só pra colocar aqui,porco_morto
Esse porra de verdade,tipo_obra
Esse é um pouco de verdade,tipo_obra
Porque eu pouco parece triste,sentimento_porco
Quantos quilos ele tem,peso_porco
O que os porco representa,intenção_autor
Quantos anos tem esse porco,idade_porco
Qual é o nome do Porto,nome_porco
Você conhece até pra pig,relação_peppa_pig
Você foi criado em cativeiro,história_porco
Quantos quilos pesava porco,peso_porco
Quem foi o artista,autor_obra
O que significa a obra o porco,intenção_autor
A obra o porco é arte,dúvida_obra
Qual é o nome dessa obra,nome_obra
Um porco como você morreu,porco_morto
O por que é palmeirense,palmeiras_porco
Você é amigo da pé pra pig,relação_peppa_pig
Porco quanto você pesa,peso_porco
Quantos kilo por peso,peso_porco
Esse porco conhece a pig,relação_peppa_pig
E porque que ele resolveu fazer essa obra,intenção_autor
Porco do que você é feito,técnica_obra
Qual o significado da alma,intenção_autor
Porque eu porque é uma obra de arte,dúvida_obra
É um animal empalhado,tipo_obra
O que significa colocar o porco numa caixa qual é o símbolo por favor,porco_preso
Cê é nisso que eu confirmado lavra de arte,dúvida_obra
Quem criou essa obra,autor_obra
Onde está o presunto,corrente_porco
Me liga algum prêmio,prêmio_autor
Qual o sentido da ação,intenção_autor
qual é o propósito do porco,intenção_autor
Qual a ideia dele é o criar esse porco,intenção_autor
É palmeirense,palmeiras_porco
Ele era um pouco de verdade,tipo_obra
Quantos quilos ele tem,peso_porco
Porque porque você está preso,porco_preso
Porque é um porco,razão_porco
Porque é um porco e não qualquer outro animal,razão_porco
E o que é feito a caixa,caixa_porco
Como é o nome do artista que fez esse porco,autor_obra
Em que ano essa obra foi feita,data_obra
Porque o símbolo do palmeiras esse porque é palmeirense,palmeiras_porco
Você conhece a pé pra pig,relação_peppa_pig
Como é feito o processo de empalhamento,técnica_obra
Desse por representa,intenção_autor
Qual o autor desta obra,autor_obra
É quem é o artista da obra,autor_obra
O que representa sua arte o que representa essa,intenção_autor
Que significa o corpo,intenção_autor
Porque eu perco morreu,porco_morto
Que time o portal F,palmeiras_porco
Cadeu presunto,corrente_porco
Qual é origem do porco,história_porco
Porque você está preso,porco_preso
Porque que eu porque eu está numa caixa de madeira,porco_preso
Porque existiu de verdade,tipo_obra
O que significa essa,intenção_autor
Qual valor simbólico do por,valor_obra
Quanto porco peça,peso_porco
Porque o porco está numa gaiola de madeira,porco_preso
Qual nome da obra,nome_obra
Fale sobre o seu autor,biografia_autor
Quem criou por,autor_obra
O porco de verdade,tipo_obra
Esse porco esteve vivo,porco_morto
Do que é feito esse porco,técnica_obra
O porco está vivo,porco_morto
Qual a finalidade,intenção_autor
Qual o seu peso,peso_porco
Porque ele fez essa obra,intenção_autor
Qual é o nome do porco,nome_porco
O artista era palmeirense,palmeiras_porco
Porque o porco está a pressão,porco_preso
Porque ele está em zoo lado,porco_preso
Você quer sair,sentimento_porco
o que significa,intenção_autor
Quem te criou,autor_obra
Desse porque é de verdade,tipo_obra
Quando você foi criado,data_obra
Se conhecer peta pig,relação_peppa_pig
Quem fez,autor_obra
Quem é o artista nome,autor_obra
Porque eu porque está preso,porco_preso
Porque você está presa,porco_preso
Eu perguntei se ele é um porco empalhado,tipo_obra
Você é forte,tipo_obra
Ele come arroz,alimentação_porco
Qual a data dessa obra,data_obra
De quem essa obra,autor_obra
Qual era o peso do porco,peso_porco
Porque eu preciso de uma caixa,porco_preso
De quando essa obra,data_obra
Quem fez a obra,autor_obra
Quem fez essa obra de arte adiposo,autor_obra
De que raça você,raça_ porco
Quantas porque o peso,peso_porco
Por que ele está com grades,porco_preso
Porque você está preso porco,porco_preso
Porque você está preso nessa jaula,porco_preso
O porque de verdade,tipo_obra
O porco é de verdade,tipo_obra
Isso é um porco empalhado,tipo_obra
Qual o nome do artista,autor_obra
Com a sua raça,raça_ porco
Ele é amigo da Pepa pig,relação_peppa_pig
Eu tenho um nome,nome_porco
E quem fez a obra,autor_obra
Quem fez essa tarde,autor_obra
O porco é macho ou fêmea,sexo_porco
